Employee_ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating
00-98882124,Joseph,Alexander,Male,Maharashtra,Nagpur,Bachelor,03/03/1985,10/07/2023,,Operations,Operations Analyst,84623,Satisfactory
00-42168745,Tiffany,Gonzalez,Male,Karnataka,Mangalore,Master,23/11/1978,02/06/2017,,IT,Software Developer,96814,Good
00-95758290,Gregory,Vasquez,Female,Andhra Pradesh,Visakhapatnam,PhD,20/05/1989,25/02/2024,,Sales,Sales Consultant,106930,Good
00-26381779,Amber,Reynolds,Male,Maharashtra,Nagpur,High School,10/01/1991,26/08/2020,,Customer Service,Help Desk Technician,85446,Good
00-69378298,Dawn,Gaines,Male,Maharashtra,Nagpur,Bachelor,01/04/1985,05/10/2018,,Operations,Logistics Coordinator,70575,Good
00-50384524,Jonathon,Johnson,Male,Maharashtra,Mumbai,Bachelor,15/05/1976,28/01/2016,,IT,System Administrator,91447,Good
00-38237596,Ashley,King,Female,Maharashtra,Mumbai,High School,25/08/1973,23/06/2023,,Operations,Inventory Specialist,56334,Satisfactory
00-94738725,Andrew,Jimenez,Male,Maharashtra,Nagpur,Bachelor,29/11/2000,11/09/2018,,IT,IT Support Specialist,59592,Good
00-14547522,Danielle,Fitzpatrick,Female,Maharashtra,Nagpur,High School,20/07/1966,16/09/2017,,Customer Service,Help Desk Technician,72246,Good
00-75993764,Peter,Hernandez,Female,Maharashtra,Nagpur,High School,06/12/2004,09/05/2019,,IT,IT Support Specialist,58282,Good
00-54657219,Rebecca,Andrews,Female,Maharashtra,Pune,Bachelor,22/04/1975,20/07/2022,,Finance,Accountant,73527,Good
00-31520919,Jasmine,Wise,Female,Andhra Pradesh,Visakhapatnam,Master,02/09/1992,05/07/2022,,Sales,Sales Specialist,87726,Satisfactory
00-57225359,Ryan,Anthony,Female,Maharashtra,Pune,Bachelor,28/06/1992,31/10/2019,,Operations,Logistics Coordinator,51893,Needs Improvement
00-83514771,Lisa,Jones,Male,Uttar Pradesh,Lucknow,Bachelor,22/03/1983,29/03/2022,,Sales,Sales Representative,65696,Good
00-13670974,Aaron,Finley,Female,Maharashtra,Nagpur,Bachelor,18/06/1995,14/11/2022,,Customer Service,Customer Service Representative,58122,Good
00-34661114,Kimberly,Martinez,Male,Maharashtra,Pune,Bachelor,11/03/1971,27/07/2021,,Operations,Inventory Specialist,70890,Needs Improvement
00-10412827,Savannah,Howard,Female,West Bengal,Durgapur,Master,03/06/1986,22/09/2019,,Sales,Sales Specialist,74241,Good
00-52107027,Kevin,Brown,Female,Maharashtra,Mumbai,Master,10/09/1974,08/09/2020,,IT,Software Developer,87518,Excellent
00-43501223,Christopher,Nichols,Male,Maharashtra,Nagpur,Master,19/02/1963,12/05/2020,,Operations,Operations Manager,105078,Satisfactory
00-27460780,Christopher,Stevens,Female,Andhra Pradesh,Vijayawada,Bachelor,08/08/1970,25/10/2023,,Operations,Logistics Coordinator,63939,Good
00-52869025,Kelly,Harris,Male,Maharashtra,Nagpur,Bachelor,14/01/1979,04/08/2019,,Sales,Sales Representative,65576,Satisfactory
00-44987861,Benjamin,Cruz,Male,Maharashtra,Pune,Bachelor,19/08/2003,16/03/2017,,Customer Service,Support Specialist,60139,Good
00-53967101,Kent,Price,Male,Andhra Pradesh,Visakhapatnam,Bachelor,22/04/1975,11/02/2023,,Marketing,SEO Specialist,69499,Good
00-65632768,Crystal,Howard,Male,Karnataka,Bangalore,PhD,16/10/1961,02/02/2018,,Sales,Sales Specialist,78880,Good
00-86556525,Nicole,Kim,Male,Maharashtra,Nagpur,Bachelor,16/02/1988,15/03/2017,,Marketing,Marketing Coordinator,81776,Good
00-96853189,Donald,Lee,Male,Tamil Nadu,Chennai,Bachelor,30/03/1979,07/10/2021,,IT,Software Developer,95122,Satisfactory
00-72065617,Wendy,Allen,Male,Maharashtra,Mumbai,Bachelor,15/05/2000,31/05/2017,,Finance,Accountant,74590,Satisfactory
00-32650041,Bryan,Fernandez,Male,Maharashtra,Mumbai,High School,29/09/1980,30/04/2015,,IT,IT Support Specialist,57268,Good
00-90583348,Victor,Hanna,Male,Maharashtra,Mumbai,Bachelor,30/08/1988,12/11/2017,,Sales,Sales Representative,76239,Good
00-32833506,Shannon,Forbes,Female,Maharashtra,Mumbai,Bachelor,22/11/1988,15/01/2024,,Operations,Operations Analyst,81191,Satisfactory
00-80576741,Matthew,Morgan,Female,West Bengal,Durgapur,Bachelor,10/01/2003,08/10/2019,,Operations,Logistics Coordinator,60068,Good
00-76323560,Brad,Wilson,Female,Maharashtra,Pune,Bachelor,21/07/1971,09/11/2016,,Sales,Sales Representative,57680,Good
00-35574404,Desiree,Mills,Male,Maharashtra,Pune,High School,29/10/1975,20/09/2024,,IT,IT Support Specialist,59356,Needs Improvement
00-76326127,Molly,Herrera,Female,Maharashtra,Mumbai,Bachelor,13/07/1998,15/10/2018,,IT,IT Support Specialist,56169,Good
00-37730181,Beth,Buckley,Male,Andhra Pradesh,Visakhapatnam,Bachelor,20/04/1988,15/01/2021,,Operations,Logistics Coordinator,68988,Good
00-35415894,Jill,Burns,Female,Maharashtra,Nagpur,Bachelor,10/11/1988,08/01/2019,,Finance,Accountant,82144,Satisfactory
00-29588118,Thomas,Hardin,Male,Maharashtra,Nagpur,Bachelor,13/01/1983,18/01/2015,,Operations,Logistics Coordinator,63198,Satisfactory
00-92903638,John,Banks,Female,Tamil Nadu,Chennai,Bachelor,27/09/1973,06/01/2019,,Sales,Sales Representative,63810,Good
00-88235926,Gerald,Williams,Male,Maharashtra,Mumbai,Bachelor,07/07/1981,30/04/2022,,Operations,Logistics Coordinator,59831,Good
00-11385159,Lori,Davis,Female,Andhra Pradesh,Vijayawada,Bachelor,21/10/1976,26/08/2019,,Operations,Logistics Coordinator,55233,Satisfactory
00-63358890,George,Garza,Female,Maharashtra,Mumbai,Master,22/11/1991,14/11/2022,,Operations,Operations Analyst,64636,Good
00-66813149,Lisa,Wilson,Male,Maharashtra,Nagpur,High School,17/07/1972,20/08/2022,,Operations,Inventory Specialist,63122,Needs Improvement
00-22788187,Lauren,Walker,Male,Maharashtra,Mumbai,Bachelor,25/07/1995,08/11/2020,,Operations,Operations Analyst,67856,Good
00-41519884,James,Rogers,Male,Maharashtra,Mumbai,Bachelor,27/03/1987,21/11/2019,,Operations,Logistics Coordinator,68373,Excellent
00-90293348,Tina,Gregory,Male,Andhra Pradesh,Tirupati,High School,28/12/1989,06/05/2022,,IT,IT Support Specialist,57494,Good
00-44045250,David,Sutton,Female,Maharashtra,Nagpur,Bachelor,07/11/1973,31/07/2020,,Operations,Logistics Coordinator,57909,Satisfactory
00-62975309,Derrick,Copeland,Male,Tamil Nadu,Madurai,Bachelor,30/04/1986,05/11/2022,,IT,IT Support Specialist,69234,Excellent
00-15519702,Jason,Williams,Female,Andhra Pradesh,Vijayawada,Bachelor,15/05/1979,08/03/2020,,Sales,Sales Specialist,73185,Good
00-77611740,Matthew,Martinez,Male,Maharashtra,Nagpur,Bachelor,03/04/1964,24/02/2020,,Customer Service,Customer Service Representative,63455,Good
00-27705940,Katherine,Jackson,Male,Maharashtra,Mumbai,Bachelor,23/09/1962,23/05/2016,,Finance,Financial Analyst,106013,Excellent
00-68106835,Angela,Gonzales,Male,Maharashtra,Mumbai,Bachelor,18/05/1974,26/12/2017,,Sales,Sales Representative,72811,Good
00-15927344,Brandi,Anderson,Female,Maharashtra,Nagpur,Bachelor,06/04/1962,03/11/2024,,Sales,Sales Representative,55817,Satisfactory
00-47715268,Melanie,Salazar,Male,Uttar Pradesh,Lucknow,Master,20/09/1988,30/10/2022,,IT,Software Developer,82138,Good
00-45328305,Eric,Hobbs,Male,Maharashtra,Pune,Bachelor,29/12/1966,01/02/2021,,Marketing,Marketing Coordinator,64682,Satisfactory
00-52011533,Adam,White,Female,Maharashtra,Mumbai,Bachelor,02/06/1986,04/02/2019,,Marketing,Content Creator,62256,Excellent
00-75937784,Jasmine,Wheeler,Female,Maharashtra,Nagpur,High School,19/12/1983,21/04/2022,,IT,IT Support Specialist,61726,Satisfactory
00-98237348,Robert,Aguirre,Male,Gujarat,Surat,Bachelor,18/05/1979,28/10/2021,,Customer Service,Help Desk Technician,73842,Good
00-35356407,Thomas,Martinez,Male,Maharashtra,Mumbai,Bachelor,18/09/1995,25/02/2017,,Operations,Operations Analyst,75204,Needs Improvement
00-14813349,Danielle,Mills,Female,Maharashtra,Nagpur,Bachelor,02/01/1997,10/06/2019,,Operations,Logistics Coordinator,59473,Good
00-72697508,John,Thompson,Male,West Bengal,Kolkata,Bachelor,17/07/2000,26/09/2019,,Operations,Logistics Coordinator,68773,Excellent
00-69259769,Benjamin,White,Female,Maharashtra,Nagpur,Master,09/08/1982,14/07/2018,,Sales,Sales Consultant,80397,Good
00-75122376,Cheryl,Miller,Male,Maharashtra,Mumbai,High School,31/07/1965,17/11/2019,,Customer Service,Support Specialist,66354,Good
00-29871432,Kimberly,Bailey,Male,Maharashtra,Pune,Master,23/03/1984,02/01/2016,,Operations,Operations Analyst,68003,Needs Improvement
00-48133464,Angela,Lee,Male,Maharashtra,Mumbai,Bachelor,10/09/1972,25/07/2017,,Sales,Sales Specialist,68587,Needs Improvement
00-78281626,Tiffany,Montgomery,Male,Maharashtra,Mumbai,High School,21/12/1992,02/12/2023,,Customer Service,Support Specialist,57351,Good
00-88608290,Kathleen,Fernandez,Male,Andhra Pradesh,Vijayawada,High School,15/06/1982,27/03/2017,,Operations,Inventory Specialist,64412,Satisfactory
00-86609843,Steven,Sims,Female,West Bengal,Durgapur,Bachelor,09/06/2002,22/03/2017,,IT,Software Developer,97680,Satisfactory
00-76855296,Joshua,Lee,Male,West Bengal,Durgapur,Bachelor,24/07/1982,06/11/2022,,Operations,Logistics Coordinator,70975,Good
00-48155583,Edward,Anthony,Female,Maharashtra,Nagpur,Bachelor,03/03/1982,20/12/2022,,Marketing,Marketing Coordinator,73768,Needs Improvement
00-62904575,Thomas,Thompson,Male,Andhra Pradesh,Vijayawada,High School,31/05/1989,18/09/2018,,Customer Service,Support Specialist,63115,Good
00-53424580,Sandra,Brown,Male,Maharashtra,Mumbai,High School,06/01/1979,22/05/2017,,Customer Service,Customer Service Representative,55716,Needs Improvement
00-98521869,Justin,Hamilton,Female,Gujarat,Surat,PhD,26/06/1979,10/05/2019,,Sales,Sales Specialist,65670,Needs Improvement
00-89752745,Christina,Wu,Female,Andhra Pradesh,Visakhapatnam,Master,07/11/1980,25/06/2022,,Operations,Operations Analyst,81085,Good
00-98070016,Bradley,Yang,Female,Maharashtra,Nagpur,Bachelor,23/10/1973,26/12/2021,,Operations,Inventory Specialist,61688,Good
00-86391152,Amanda,Moore,Male,Maharashtra,Mumbai,Master,15/12/1964,12/01/2016,,IT,IT Manager,109756,Good
00-96388439,Todd,Wilson,Female,Maharashtra,Mumbai,High School,19/05/2002,14/12/2017,,IT,IT Support Specialist,61831,Good
00-19492426,Joe,Wallace,Female,West Bengal,Kolkata,Bachelor,15/04/1964,13/08/2020,,Customer Service,Support Specialist,54049,Excellent
00-22421986,Mark,Gonzalez,Female,Maharashtra,Nagpur,Bachelor,02/01/1990,20/09/2019,,Operations,Inventory Specialist,53984,Good
00-63541768,Rachel,Hall,Female,Maharashtra,Mumbai,Bachelor,09/08/1999,12/02/2016,,Operations,Inventory Specialist,59090,Excellent
00-62143976,Mark,Garcia,Female,Maharashtra,Nagpur,Bachelor,22/12/1977,14/10/2023,,Sales,Sales Representative,71388,Good
00-97787024,Robert,Gonzalez,Male,Uttar Pradesh,Varanasi,High School,09/10/1986,13/12/2017,,IT,IT Support Specialist,58593,Excellent
00-68030164,Jeffrey,Ruiz,Female,Maharashtra,Pune,Bachelor,28/09/1987,08/07/2022,,IT,Software Developer,83874,Excellent
00-91002225,Brian,Graham,Female,Maharashtra,Nagpur,Bachelor,05/02/1964,25/03/2017,,Customer Service,Support Specialist,55580,Satisfactory
00-59319220,Sarah,Gibson,Female,Maharashtra,Pune,Master,10/12/1981,30/05/2020,,Sales,Sales Consultant,84353,Good
00-62088494,Nathaniel,Ellis,Male,Maharashtra,Mumbai,Bachelor,20/03/1976,17/03/2019,,HR,HR Assistant,64445,Satisfactory
00-66783572,Crystal,Cantrell,Female,Karnataka,Mysore,Bachelor,14/09/1980,19/03/2016,,Customer Service,Support Specialist,56338,Needs Improvement
00-59423803,Matthew,Johnson,Female,Uttar Pradesh,Lucknow,Bachelor,10/01/2004,09/08/2021,,Marketing,Marketing Coordinator,63439,Satisfactory
00-67179047,Brian,Taylor,Female,Maharashtra,Pune,Bachelor,29/08/1966,26/11/2016,,Sales,Sales Specialist,83400,Needs Improvement
00-72213255,Steven,Barnes,Male,Maharashtra,Mumbai,Bachelor,07/02/1995,23/10/2022,,Customer Service,Help Desk Technician,91623,Good
00-30813102,Matthew,Tanner,Female,Maharashtra,Mumbai,High School,11/11/1960,22/08/2024,,Customer Service,Support Specialist,59881,Good
00-96869121,Eric,Norton,Female,Maharashtra,Pune,Bachelor,29/11/1970,25/08/2020,,IT,IT Support Specialist,59681,Satisfactory
00-68700864,Rebecca,Lane,Female,Maharashtra,Pune,High School,17/04/1998,02/08/2016,,Customer Service,Customer Service Representative,60506,Good
00-29945631,Melissa,Miller,Female,Maharashtra,Mumbai,Bachelor,04/05/1997,28/11/2024,,Sales,Sales Representative,66933,Good
00-43373708,Aimee,Atkins,Male,Maharashtra,Mumbai,Bachelor,15/01/1987,25/03/2020,,Finance,Accounts Payable Specialist,70483,Good
00-16405980,Brittany,Hood,Male,Tamil Nadu,Madurai,PhD,15/08/1966,18/04/2020,,Sales,Sales Consultant,77100,Satisfactory
00-24446145,Alexis,Patterson,Male,Maharashtra,Mumbai,Bachelor,28/09/1981,04/12/2020,,Operations,Operations Manager,119638,Satisfactory
00-72365138,John,Murphy,Male,Maharashtra,Mumbai,Bachelor,27/01/1983,14/08/2022,,Operations,Logistics Coordinator,69854,Good
00-44008132,Jeffrey,Pennington,Male,Andhra Pradesh,Visakhapatnam,High School,25/09/1991,27/02/2018,,Customer Service,Support Specialist,57533,Excellent
00-77571186,Robin,Villanueva,Male,Uttar Pradesh,Kanpur,Bachelor,14/05/1992,12/06/2015,,Operations,Inventory Specialist,63532,Satisfactory
00-72126560,Tina,Williams,Male,Maharashtra,Nagpur,Bachelor,08/03/1980,02/07/2017,,Customer Service,Help Desk Technician,77730,Satisfactory
00-62741841,Jessica,Gordon,Male,Maharashtra,Pune,High School,13/05/1962,15/06/2015,,HR,Recruiter,74119,Excellent
00-49949573,Amanda,Mendoza,Female,Maharashtra,Mumbai,Bachelor,21/07/1973,06/11/2018,,IT,System Administrator,81076,Satisfactory
00-99960756,Heather,Garcia,Female,Maharashtra,Nagpur,Bachelor,02/09/1994,12/07/2019,,Sales,Sales Specialist,60544,Satisfactory
00-35124449,John,Hansen,Female,Maharashtra,Mumbai,PhD,21/12/1978,05/01/2017,,Sales,Sales Specialist,99187,Good
00-91074604,Heather,Russell,Female,Maharashtra,Pune,Master,01/07/1975,26/03/2017,,Sales,Sales Specialist,71384,Good
00-68223505,David,Phillips,Male,Maharashtra,Nagpur,Bachelor,08/02/1976,08/09/2020,,IT,Software Developer,108282,Good
00-25660291,Yolanda,Smith,Female,Maharashtra,Pune,PhD,20/09/1967,17/09/2015,,Sales,Sales Specialist,89785,Excellent
00-71762034,Kevin,Warner,Male,Maharashtra,Pune,PhD,31/01/1996,30/11/2022,,Sales,Sales Specialist,59370,Satisfactory
00-90783964,Ashley,Silva,Female,Karnataka,Mangalore,High School,26/10/2004,26/06/2022,,Customer Service,Customer Service Representative,54679,Satisfactory
00-92778089,Steven,Taylor,Male,Maharashtra,Mumbai,Bachelor,08/02/1983,01/10/2018,,IT,Software Developer,89159,Satisfactory
00-63015631,Richard,Clarke,Male,Tamil Nadu,Coimbatore,Bachelor,28/08/1995,24/05/2023,,IT,Software Developer,94158,Good
00-28134687,Courtney,Padilla,Male,Maharashtra,Nagpur,Bachelor,11/05/1987,01/01/2015,,Operations,Operations Analyst,87293,Satisfactory
00-12132081,Michelle,Jones,Male,Maharashtra,Mumbai,High School,23/01/1982,13/12/2022,,Customer Service,Help Desk Technician,56679,Good
00-13599088,Hannah,Schmidt,Male,Maharashtra,Nagpur,Master,10/09/1989,26/04/2017,,IT,System Administrator,87002,Satisfactory
00-97206603,Ronald,Nelson,Female,Maharashtra,Mumbai,Bachelor,14/02/1996,26/08/2017,,IT,IT Support Specialist,61741,Good
00-82287324,Amy,Norton,Female,West Bengal,Kolkata,Bachelor,01/07/1970,02/11/2017,,Sales,Sales Representative,61201,Satisfactory
00-72199925,Gail,Oliver,Male,West Bengal,Siliguri,Master,18/10/1975,11/05/2017,,IT,System Administrator,97320,Good
00-25630838,Jill,Brown,Female,Karnataka,Mangalore,High School,06/06/2002,20/12/2017,,Operations,Inventory Specialist,56129,Good
00-69762583,Emily,Barron,Female,Delhi,New Delhi,Bachelor,26/07/1987,13/02/2024,,Operations,Logistics Coordinator,55277,Satisfactory
00-70333053,Patrick,Marshall,Male,Maharashtra,Mumbai,Bachelor,18/04/2003,16/01/2020,,Sales,Sales Representative,67189,Needs Improvement
00-86427662,Michael,Thompson,Male,Andhra Pradesh,Visakhapatnam,Bachelor,24/07/2002,06/08/2023,,IT,Software Developer,107715,Satisfactory
00-54808596,Janet,Castro,Female,Maharashtra,Nagpur,Bachelor,30/06/1985,28/10/2015,,Operations,Logistics Coordinator,58726,Satisfactory
00-67953597,Jamie,Zavala,Female,Maharashtra,Mumbai,Master,10/03/1971,02/04/2024,,Operations,Operations Analyst,90077,Good
00-87666600,Amber,Banks,Female,Maharashtra,Mumbai,Bachelor,11/05/1989,13/10/2020,,Operations,Inventory Specialist,56796,Satisfactory
00-14968366,Sheila,Carpenter,Male,Maharashtra,Mumbai,High School,27/12/1985,30/09/2019,,Customer Service,Support Specialist,55599,Good
00-89327948,Jason,Mcgee,Female,Maharashtra,Pune,High School,26/03/1997,29/03/2022,,Customer Service,Support Specialist,57922,Needs Improvement
00-75485030,Luke,Hurst,Female,Maharashtra,Mumbai,High School,25/06/1976,15/07/2017,,Operations,Inventory Specialist,65568,Excellent
00-12552775,Erin,Ramirez,Female,Maharashtra,Pune,High School,17/06/1977,25/01/2019,,Operations,Inventory Specialist,60561,Satisfactory
00-18524244,Nathan,Chavez,Male,Uttar Pradesh,Varanasi,Bachelor,15/10/1988,14/07/2017,,Operations,Inventory Specialist,65699,Good
00-73530347,Alisha,Martinez,Male,Maharashtra,Mumbai,Master,17/11/2000,02/10/2016,,Operations,Operations Analyst,61166,Good
00-56541891,Amanda,Bryan,Female,Andhra Pradesh,Tirupati,High School,15/10/2004,16/12/2019,,Marketing,SEO Specialist,55310,Good
00-31653807,Kelly,Oliver,Male,Maharashtra,Pune,Bachelor,09/12/1989,07/11/2017,,Operations,Logistics Coordinator,66382,Satisfactory
00-56150415,Emily,Steele,Female,Maharashtra,Pune,High School,14/03/1982,09/12/2019,,Operations,Inventory Specialist,63188,Good
00-88874216,Cameron,Mcclain,Male,Maharashtra,Pune,High School,08/03/1984,27/06/2023,,Marketing,Content Creator,62807,Excellent
00-98175428,Christopher,Myers,Male,Maharashtra,Nagpur,Bachelor,10/06/2000,11/03/2019,,HR,HR Coordinator,61036,Excellent
00-62394739,Keith,Frye,Female,Maharashtra,Mumbai,PhD,01/05/1997,12/02/2024,,Sales,Sales Specialist,78664,Good
00-58352683,Fred,Rodriguez,Female,Uttar Pradesh,Varanasi,Bachelor,06/09/1976,27/02/2023,,Customer Service,Help Desk Technician,66498,Needs Improvement
00-37811066,Tyler,Golden,Female,Maharashtra,Mumbai,Bachelor,20/03/1975,22/07/2017,,Operations,Logistics Coordinator,62816,Good
00-99530801,Stephanie,Johnson,Female,Uttar Pradesh,Kanpur,Bachelor,12/01/2001,11/06/2019,,Marketing,Content Creator,60889,Good
00-30980122,Tara,Weaver,Female,Maharashtra,Mumbai,High School,01/02/1999,21/02/2021,,Customer Service,Customer Service Representative,54907,Good
00-65832475,Thomas,Fisher,Female,Maharashtra,Mumbai,High School,15/04/1986,13/10/2024,,IT,IT Support Specialist,58652,Good
00-41503438,Deanna,Carter,Male,Maharashtra,Pune,Bachelor,29/06/1970,25/01/2017,,Operations,Logistics Coordinator,67703,Satisfactory
00-58155542,Andrew,Pham,Female,Maharashtra,Pune,Bachelor,19/11/1995,21/11/2023,,Operations,Logistics Coordinator,64242,Good
00-31287665,Stacey,Newman,Female,Maharashtra,Nagpur,High School,09/09/2003,09/06/2017,,Marketing,Content Creator,60602,Excellent
00-18545050,Beth,Rios,Female,Delhi,Dwarka,Bachelor,18/04/1992,02/11/2018,,Sales,Sales Representative,62099,Good
00-40425851,Mark,Watkins,Male,Maharashtra,Nagpur,High School,09/02/1981,27/09/2016,,Customer Service,Help Desk Technician,73774,Satisfactory
00-44604301,Alyssa,Kelley,Male,Maharashtra,Mumbai,Bachelor,08/09/1989,26/06/2024,,Customer Service,Customer Service Representative,70216,Excellent
00-16264794,Kevin,Anderson,Female,Maharashtra,Mumbai,Bachelor,11/11/1966,03/11/2023,,Marketing,Content Creator,57744,Good
00-30290817,Kirk,Mccormick,Female,Maharashtra,Mumbai,Bachelor,21/02/1994,30/03/2023,,Customer Service,Customer Service Representative,54797,Needs Improvement
00-99856875,Todd,Arellano,Female,Maharashtra,Nagpur,High School,25/10/1973,25/10/2016,,HR,Recruiter,72186,Satisfactory
00-71355706,Megan,Hernandez,Male,Maharashtra,Nagpur,Bachelor,04/05/2002,20/04/2024,,Finance,Accountant,78362,Needs Improvement
00-91949659,Stephen,Jackson,Male,Andhra Pradesh,Visakhapatnam,Bachelor,13/01/1984,25/12/2021,,Sales,Sales Representative,71004,Satisfactory
00-85493830,Eugene,Nichols,Male,Maharashtra,Nagpur,Bachelor,08/12/1993,12/03/2015,,Operations,Logistics Coordinator,68277,Good
00-94547252,Teresa,Franco,Male,Andhra Pradesh,Tirupati,PhD,21/09/1969,26/09/2016,,Sales,Sales Consultant,80668,Good
00-31076551,Rebecca,Bauer,Female,Maharashtra,Pune,Bachelor,11/02/1965,04/03/2022,,Operations,Inventory Specialist,61294,Good
00-77900294,John,Williams,Male,Maharashtra,Pune,Bachelor,09/01/1976,02/05/2020,,IT,IT Support Specialist,71245,Satisfactory
00-96851348,Autumn,Alexander,Male,Delhi,New Delhi,Bachelor,27/02/1980,24/05/2018,,Customer Service,Support Specialist,69633,Satisfactory
00-37097261,Jack,Hart,Female,West Bengal,Siliguri,Master,10/10/1979,14/01/2019,,IT,Software Developer,87035,Needs Improvement
00-10884169,Elizabeth,Spence,Male,Maharashtra,Nagpur,Bachelor,28/05/2001,27/02/2017,,Operations,Logistics Coordinator,71244,Good
00-48488047,Nathan,Fernandez,Female,Maharashtra,Pune,Bachelor,18/03/1990,04/03/2020,,Operations,Logistics Coordinator,53157,Excellent
00-59987561,Amanda,Martinez,Male,Tamil Nadu,Chennai,High School,20/07/1982,10/01/2022,,HR,Recruiter,61419,Excellent
00-94482060,Richard,Porter,Male,Maharashtra,Mumbai,Bachelor,23/04/1983,26/02/2022,,Operations,Operations Analyst,70927,Good
00-81088456,Stacie,Reilly,Female,Maharashtra,Mumbai,High School,02/03/1980,02/03/2019,,Customer Service,Support Specialist,57460,Excellent
00-67555628,Adam,Rodgers,Female,Andhra Pradesh,Tirupati,Bachelor,22/10/1972,17/07/2019,,Sales,Sales Specialist,69095,Satisfactory
00-79277190,Mark,Thornton,Female,Andhra Pradesh,Visakhapatnam,Bachelor,05/03/1983,04/07/2023,,Operations,Operations Analyst,81221,Satisfactory
00-69401906,Paula,Montes,Male,Maharashtra,Mumbai,Bachelor,08/11/1999,20/10/2017,,Sales,Sales Representative,73008,Satisfactory
00-79437366,Tina,Berry,Male,Maharashtra,Nagpur,Bachelor,17/07/1999,27/02/2024,,Operations,Inventory Specialist,68507,Good
00-52252354,Lauren,Chandler,Male,Maharashtra,Mumbai,Bachelor,01/04/1981,25/12/2019,,Marketing,Marketing Coordinator,75945,Good
00-18250139,Scott,Norris,Female,Maharashtra,Mumbai,High School,04/12/1970,12/10/2019,,Marketing,Content Creator,61111,Needs Improvement
00-96096076,Timothy,Williams,Male,Maharashtra,Pune,High School,31/03/1985,21/09/2017,,Operations,Inventory Specialist,59868,Satisfactory
00-94772931,Andrea,Parker,Female,Maharashtra,Nagpur,Bachelor,22/06/1983,04/06/2024,,Customer Service,Customer Service Representative,62666,Good
00-49691460,Christina,Robinson,Female,Maharashtra,Pune,Master,20/05/1961,19/05/2019,,Operations,Operations Analyst,78481,Good
00-84304333,Christopher,Brown,Female,Maharashtra,Nagpur,Bachelor,08/01/1995,07/09/2023,,Operations,Inventory Specialist,55456,Good
00-52103461,James,Fox,Male,Maharashtra,Mumbai,Master,14/02/1994,31/10/2023,,IT,Software Developer,74622,Good
00-47551535,Shari,Ramirez,Male,Maharashtra,Mumbai,Bachelor,30/04/1991,09/01/2023,,Operations,Logistics Coordinator,71352,Excellent
00-64215650,Christopher,Atkinson,Male,Maharashtra,Nagpur,Master,29/07/1999,20/09/2019,,Finance,Financial Analyst,63148,Satisfactory
00-93800137,Emily,Miller,Female,Maharashtra,Mumbai,Bachelor,22/12/1985,18/07/2023,,Operations,Inventory Specialist,57428,Good
00-56338752,Preston,Henry,Female,Maharashtra,Mumbai,Bachelor,26/05/2004,23/08/2023,,Operations,Operations Analyst,76245,Good
00-36480587,Cassie,Harding,Female,Andhra Pradesh,Visakhapatnam,Bachelor,01/07/1984,19/12/2023,,Marketing,Marketing Coordinator,68148,Good
00-82133102,Elizabeth,Sanders,Female,Maharashtra,Nagpur,Bachelor,29/08/1970,06/10/2018,,Finance,Accounts Payable Specialist,58384,Good
00-26912191,Melissa,Wood,Female,Maharashtra,Pune,High School,22/11/1963,24/05/2020,,IT,IT Support Specialist,63183,Satisfactory
00-38686961,Alexander,Cooper,Female,Gujarat,Vadodara,Bachelor,24/01/1998,29/04/2016,,Customer Service,Customer Service Representative,55430,Needs Improvement
00-79972515,Tiffany,Sawyer,Female,Maharashtra,Mumbai,Bachelor,26/12/1992,04/02/2018,,Operations,Operations Manager,98475,Good
00-13143613,Jason,Barron,Male,Maharashtra,Nagpur,Bachelor,24/01/1992,15/10/2015,,Operations,Logistics Coordinator,63931,Needs Improvement
00-44720808,Victoria,Lara,Male,Maharashtra,Nagpur,High School,23/09/1995,23/04/2017,,Customer Service,Help Desk Technician,71767,Good
00-66739991,Frank,Luna,Male,Maharashtra,Pune,Bachelor,14/02/1996,14/12/2024,,Marketing,SEO Specialist,90912,Needs Improvement
00-18045780,Rodney,Mosley,Female,Gujarat,Vadodara,High School,10/08/1981,24/02/2023,,Operations,Inventory Specialist,61756,Satisfactory
00-78115413,Mary,Harper,Male,Maharashtra,Nagpur,Bachelor,02/05/1996,25/02/2018,,Operations,Logistics Coordinator,64280,Good
00-97370696,Jared,Wells,Male,Maharashtra,Nagpur,Bachelor,09/03/1999,02/12/2024,,Marketing,SEO Specialist,93909,Good
00-86830962,Alicia,Rogers,Male,Maharashtra,Pune,High School,11/01/1998,29/12/2022,,Customer Service,Help Desk Technician,59333,Good
00-41688446,Susan,Avila,Male,Andhra Pradesh,Visakhapatnam,Bachelor,14/09/1966,04/02/2023,,Sales,Sales Representative,85947,Good
00-94254420,Adam,Fowler,Female,Maharashtra,Pune,Master,25/11/1997,17/04/2022,,Operations,Operations Analyst,76335,Satisfactory
00-57021454,Robert,Peters,Female,Andhra Pradesh,Vijayawada,Master,16/04/2001,03/10/2017,,IT,Software Developer,86425,Satisfactory
00-86875315,Ashley,Melendez,Female,Maharashtra,Pune,Master,14/04/2002,19/03/2022,,IT,Software Developer,88753,Satisfactory
